,art_institution,art_movement,birthdate,birthplace,deathdate,deathplace,endyear,family_and_relatives,field,friends_and_co-workers,genre,image,influenced_by,influenced_on,link,name,nationality,official_site,painting_school,pupils,references,startyear,teachers,wikipedia
2972,,[Neo-Minimalism (Neo-Geo)],20 April 1958,"Daegu, Korea, Republic of",,,,,[painting],,[abstract],https://uploads8.wikiart.org/temp/ac489da7-c23a-4a64-9995-67e73bfc9407.jpg!Portrait.jpg,,,https://www.wikiart.org/en/moon-pil-shim,Moon Pil Shim,South Korean,,,,[www.moonpilshim.com],,,[ http://fr.wikipedia.org/wiki/Moon_Pil_Shim ]
2973,,"[Neo-Pop Art, Neo-Minimalism (Neo-Geo)]",1959,Barbados,,,,,"[painting, sculpture, installation, photography, assemblage]",,,https://uploads8.wikiart.org/images/ashley-bickerton.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ashley-bickerton,Ashley Bickerton,Barbadian,,,,,,,[ http://en.wikipedia.org/wiki/Ashley_Bickerton ]
2974,"[Hunter College, City University of New York, New York City, NY, US]",[Neo-Minimalism (Neo-Geo)],1959,"Calgary, Alberta, United States",,,,,"[painting, printmaking, sculpture, installation]",,[abstract],https://uploads8.wikiart.org/images/christian-eckart.jpg!Portrait.jpg,,,https://www.wikiart.org/en/christian-eckart,Christian Eckart,Canadian,,,,[www.christianeckart.com],,[Robert Morris],[ http://de.wikipedia.org/wiki/Christian_Eckart ]
2975,,[Neo-Minimalism (Neo-Geo)],15 September 1960,"Bangor, Maine, United States",,,,,[painting],,,https://uploads8.wikiart.org/temp/b410a861-44cc-4f1b-aa99-6d1463e6ad04.jpg!Portrait.jpg,,,https://www.wikiart.org/en/christopher-willard,Christopher Willard,Canadian,,,,,,,[ http://en.wikipedia.org/wiki/Christopher_Willard ]
2976,,[Neo-Minimalism (Neo-Geo)],1961,"Goslar, Germany",,,,,"[painting, sculpture, installation]",,[sculpture],https://uploads4.wikiart.org/temp/0f674381-556c-4554-bb3a-33f15557a5f4.jpg,,,https://www.wikiart.org/en/regine-schumann,Regine Schumann,German,,,,[www.regineschumann.de],,,
2977,,[Neo-Minimalism (Neo-Geo)],1962,"New Haven, Connecticut, United States",,,,,"[painting, sculpture, installation, photography]",,,https://uploads8.wikiart.org/temp/db839aaa-4b5e-4940-a1c9-0c840b9e0139.jpg!Portrait.jpg,,,https://www.wikiart.org/en/spencer-finch,Spencer Finch,American,[ http://www.spencerfinch.com ],,,,,,[ http://en.wikipedia.org/wiki/Spencer_Finch ]
2978,,[Neo-Minimalism (Neo-Geo)],1964,"Ashdod, Israel",1993,"Paris, France",,,"[sculpture, installation]",,[installation],https://uploads8.wikiart.org/images/absalon.jpg!Portrait.jpg,,,https://www.wikiart.org/en/absalon,Absalon,Jewish,,,,[www.tate.org.uk],,,
2979,,[Neo-Minimalism (Neo-Geo)],1964,"Arnhem, Netherlands",,,,,"[painting, sculpture, installation]",,[abstract],https://uploads2.wikiart.org/images/jan-maarten-voskuil.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jan-maarten-voskuil,Jan Maarten Voskuil,Dutch,[ http://www.janmaartenvoskuil.nl/ ],,,,,,
2980,,[Neo-Minimalism (Neo-Geo)],1965,"Chemnitz, Germany",,,,,"[painting, architecture, drawing, installation]",,"[installation, abstract]",https://uploads7.wikiart.org/images/carsten-nicolai.jpg!Portrait.jpg,,,https://www.wikiart.org/en/carsten-nicolai,Carsten Nicolai,German,,,,[www.carstennicolai.de],,,[ http://en.wikipedia.org/wiki/Alva_Noto ]
2981,,[Neo-Minimalism (Neo-Geo)],1966,"Leiden, Netherlands",,,,,"[painting, printmaking, installation]",,,https://uploads8.wikiart.org/temp/82ab39c6-6a09-4606-b0cc-e729020f7d3b.jpg!Portrait.jpg,,,https://www.wikiart.org/en/marjan-eggermont,Marjan Eggermont,Dutch,,,,,,,
2982,,"[Relational Art, Neo-Minimalism (Neo-Geo)]",1966,"Rainy River, Ontario, Canada",,,,,"[printmaking, sculpture, design, installation]",,[installation],https://uploads2.wikiart.org/images/angela-bulloch.jpg,,,https://www.wikiart.org/en/angela-bulloch,Angela Bulloch,Canadian,,[Young British Artists],,,,,[ http://en.wikipedia.org/wiki/Angela_Bulloch ]
2983,,[Neo-Minimalism (Neo-Geo)],1967,"Albuquerque, New Mexico, United States",,,,,"[sculpture, installation]",,,https://uploads4.wikiart.org/temp/6967ed52-856d-4ef0-916e-d79530e2b7a3.jpg,,,https://www.wikiart.org/en/leo-villareal,Leo Villareal,American,,,,,,,[ http://en.wikipedia.org/wiki/Leo_Villareal ]
2984,,[Neo-Minimalism (Neo-Geo)],1967,United Kingdom,,,,,"[painting, printmaking, installation]",,[abstract],https://uploads4.wikiart.org/images/sarah-morris.jpg!Portrait.jpg,[Frank Stella],,https://www.wikiart.org/en/sarah-morris,Sarah Morris,British,,,,,,,[ http://en.wikipedia.org/wiki/Sarah_Morris ]
2985,,[Neo-Minimalism (Neo-Geo)],1968,"Winnipeg, Manitoba, Canada",,,,,[photography],,[photo],https://uploads4.wikiart.org/temp/7f8ed20a-49ee-4c71-a020-fd3e231892d1.jpg,,,https://www.wikiart.org/en/david-burdeny,David Burdeny,Canadian,,,,"[www.davidburdeny.com, mariyamileva.wordpress.com]",,,
2986,,"[Op Art, Neo-Minimalism (Neo-Geo)]",15 January 1971,,,,,,"[sculpture, installation]",,,https://uploads8.wikiart.org/temp/87b787d3-29d7-44f0-87de-b685c64e4d9e.jpg!Portrait.jpg,,,https://www.wikiart.org/en/chul-hyun-ahn,Chul Hyun Ahn,South Korean,,,,,,,[ http://en.wikipedia.org/wiki/Chul_Hyun_Ahn ]
2987,,"[Conceptual Art, Neo-Minimalism (Neo-Geo)]",1972,"Hammond, Indiana, United States",,,,,[painting],,,https://uploads3.wikiart.org/images/wade-guyton.jpg!Portrait.jpg,,,https://www.wikiart.org/en/wade-guyton,Wade Guyton,American,,,,,,,[ http://en.wikipedia.org/wiki/Wade_Guyton ]
2988,,[Neo-Minimalism (Neo-Geo)],1974,Mexico,,,,,"[painting, printmaking, sculpture, installation, photography]",,,https://uploads4.wikiart.org/temp/ed0631a7-5c97-454c-aa5d-9b617df63196.jpg,,,https://www.wikiart.org/en/jose-davila,Jose Davila,Mexican,[ http://josedavila.mx/ ],,,,,,
2989,,[Neo-Minimalism (Neo-Geo)],1976,"Anchorage, Alaska, United States",,,,,"[painting, sculpture, installation]",,[sculpture],https://uploads1.wikiart.org/images/kate-carr.jpg!Portrait.jpg,,,https://www.wikiart.org/en/kate-carr,Kate Carr,American,,,,[katecarrart.com],,,
2990,,[Neo-Minimalism (Neo-Geo)],1984,"Lewiston, New York, United States",,,,,[painting],,[abstract],https://uploads4.wikiart.org/images/jacob-kassay.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jacob-kassay,Jacob Kassay,American,,,,[jacobkassay.com],,,[ http://en.wikipedia.org/wiki/Jacob_Kassay ]
2991,,"[Pop Art, Maximalism]",1943,"Shanghai, China",,,,,[painting],,,https://uploads4.wikiart.org/temp/676a7fbc-9aa8-45db-89b0-ec4974785797.jpg,,,https://www.wikiart.org/en/yu-youhan,Yu Youhan,Chinese,,[Political Pop],,,,,
2992,,"[Maximalism, Republic of China]",1944,"Yibin, Sichuan, China",,,,,[painting],,,https://uploads8.wikiart.org/temp/c4ee50e3-b322-41d0-b19d-23c3003f144c.jpg!Portrait.jpg,,,https://www.wikiart.org/en/li-huasheng,Li Huasheng,Chinese,,,,,,,[ http://en.wikipedia.org/wiki/Li_Huasheng ]
2993,,[Maximalism],1962,"Shanghai, China",,,,,[painting],,[abstract],https://uploads8.wikiart.org/images/ding-yi.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ding-yi,Ding Yi,Chinese,,,,,,,
2994,,[Maximalism],1971,China,,,,,[painting],,[abstract],https://uploads3.wikiart.org/images/xu-hongming.jpg!Portrait.jpg,,,https://www.wikiart.org/en/xu-hongming,Xu Hongming,Chinese,,,,,,,
2995,,[Neo-Orthodoxism],1937,"Rădăuți, Bucovina, Romania",,,,,"[painting, art theory]",,,https://uploads8.wikiart.org/temp/94714cb4-dcba-410d-aa69-042bfff683d0.jpg!Portrait.jpg,,,https://www.wikiart.org/en/marin-gherasim,Marin Gherasim,Romanian,,[9+1],,,,,[ http://ro.wikipedia.org/wiki/Marin_Gherasim ]
2996,,[Neo-Orthodoxism],14 September 1938,"Bucharest, Romania",04 December 2000,"Paris, France",,,[painting],,,https://uploads8.wikiart.org/temp/d06e356b-c432-49bf-94f7-a1cafc1fc869.jpg!Portrait.jpg,,,https://www.wikiart.org/en/horia-bernea,Horia Bernea,Romanian,,"[Prolog Group, 9+1]",,,,,[ http://en.wikipedia.org/wiki/Horia_Bernea ]
2997,,[Neo-Orthodoxism],04 October 1941,"Ciclova-Montană, Romania",,,,,[painting],,"[religious painting, abstract]",https://uploads4.wikiart.org/temp/dd3cee11-6199-4b53-8d29-bc7e373f1454.jpg,,,https://www.wikiart.org/en/silviu-oravitzan,Silviu Oravitzan,Romanian,,,,[www.oravitzangallery.com],,,[ http://en.wikipedia.org/wiki/Silviu_Oravitzan ]
2998,,"[Performance Art, Neo-Orthodoxism]",15 March 1944,"Bucharest, Romania",,,,,"[performance, painting, drawing, photography, installation]",,"[performance, photo]",https://uploads3.wikiart.org/00108/images/ion-grigorescu/sfanta-cruce-de-ion-grigorescu-expusa-la-mnac-18457663.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ion-grigorescu,Ion Grigorescu,Romanian,,[Prolog Group],,[monoskop.org],,,[ https://en.wikipedia.org/wiki/Ion_Grigorescu ]
2999,,[Neo-Orthodoxism],27 March 1945,"Pitești, Romania",,,,,[painting],,[abstract],https://uploads0.wikiart.org/images/ion-pantilie.jpg,,,https://www.wikiart.org/en/ion-pantilie,Ion Pantilie,Romanian,,,,,,,[ http://ro.wikipedia.org/wiki/Ion_Pantilie ]
3000,,[Neo-Orthodoxism],18 March 1946,"Bucharest, Romania",,,,,"[painting, illustration]",,,https://uploads8.wikiart.org/temp/d0d2b5a5-8d6d-4358-b21f-62e97bb9a901.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sorin-dumitrescu,Sorin Dumitrescu,Romanian,,,,,,,[ http://ro.wikipedia.org/wiki/Sorin_Dumitrescu ]
3001,,"[Pop Art, Street art]",11 September 1929,"Istanbul, Turkey",16 January 2013,"Istanbul, Turkey",2012.0,,"[painting, photography]",,,https://uploads7.wikiart.org/images/burhan-dogancay.jpg!Portrait.jpg,,,https://www.wikiart.org/en/burhan-dogancay,Burhan Dogancay,Turkish,[ http://www.dogancaymuseum.org/ ],,,,1950.0,,[ http://en.wikipedia.org/wiki/Burhan_Doğançay ]
3002,,[Street art],1950,France,,,,,"[painting, photography]",,[graffiti],https://uploads1.wikiart.org/images/epsylon-point.jpg,,,https://www.wikiart.org/en/epsylon-point,Epsylon Point,French,,,,,,,[ http://fr.wikipedia.org/wiki/Epsylon_Point ]
3003,,[Street art],20 October 1950,"Emporia, Virginia, United States",11 June 2012,,,,"[painting, printmaking, drawing]",,[graffiti],https://uploads5.wikiart.org/images/stay-high-149.jpg!Portrait.jpg,,,https://www.wikiart.org/en/stay-high-149,Stay High 149,American,,,,[stayhigh149.com],,,[ http://en.wikipedia.org/wiki/Stay_High_149_(graffiti_artist) ]
3004,,[Street art],1952,"Boulogne-Billancourt, France",,,,,"[painting, printmaking]",,[graffiti],https://uploads3.wikiart.org/images/blek-le-rat.jpg!Portrait.jpg,,,https://www.wikiart.org/en/blek-le-rat,Blek le Rat,French,,,,,,,[ http://en.wikipedia.org/wiki/Blek_le_Rat ]
3005,,[Street art],1953,"North Philadelphia, United States",,,,,[drawing],,[graffiti],https://uploads1.wikiart.org/images/cornbread.jpg!Portrait.jpg,,,https://www.wikiart.org/en/cornbread,Cornbread,American,,,,[www.graffitiartistcornbread.com],,,[ http://en.wikipedia.org/wiki/Cornbread_(graffiti_artist) ]
3006,,[Street art],23 June 1954,"Vancouver, British Columbia, Canada",,,2014.0,,"[painting, installation]",,,https://uploads8.wikiart.org/temp/4f6a15e0-c4f4-4685-bacc-d08629176b40.jpg!Portrait.jpg,,,https://www.wikiart.org/en/richard-hambleton,Richard Hambleton,Canadian,,,,,1974.0,,[ http://en.wikipedia.org/wiki/Richard_Hambleton ]
3007,,[Street art],1955,"New York City, New York, United States",,,,,"[painting, drawing]",,[graffiti],https://uploads3.wikiart.org/images/futura-2000.jpg!Portrait.jpg,,,https://www.wikiart.org/en/futura-2000,Futura 2000,American,,,,[www.futura2000.com],,,[ http://en.wikipedia.org/wiki/Futura_2000 ]
3008,,[Street art],20 February 1956,"Paris, France",,,,,"[painting, printmaking, design, drawing, collage]",,[graffiti],https://uploads0.wikiart.org/images/miss-tic.jpg!Portrait.jpg,,,https://www.wikiart.org/en/miss-tic,Miss.Tic,French,,,,[www.missticinparis.com],,,[ https://en.wikipedia.org/wiki/Miss.Tic ]
3009,,[Street art],15 January 1957,"Nantes, France",,,,,"[painting, printmaking, design, drawing]",,[graffiti],https://uploads3.wikiart.org/images/jef-aerosol.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jef-aerosol,Jef Aerosol,French,,,,[www.jefaerosol.com],,,[ https://en.wikipedia.org/wiki/Jef_Aérosol ]
3010,,[Street art],1958,United States,,,,,"[painting, printmaking, drawing]",,[graffiti],https://uploads1.wikiart.org/images/tracy-168.jpg!Portrait.jpg,,,https://www.wikiart.org/en/tracy-168,TRACY 168,American,,,,,,,[ http://en.wikipedia.org/wiki/Tracy_168 ]
3011,,"[Pop Art, Street art]",04 May 1958,"Reading, Pennsylvania, United States",16 February 1990,"New York City, New York, United States",,,[painting],,,https://uploads7.wikiart.org/images/keith-haring(1).jpg!Portrait.jpg,,,https://www.wikiart.org/en/keith-haring,Keith Haring,American,,,,,,,[ http://en.wikipedia.org/wiki/Keith_Haring ]
3012,,[Street art],1960,"Brooklyn, New York, United States",,,,,"[painting, printmaking, drawing]",,[graffiti],https://uploads4.wikiart.org/images/fab-5-freddy.jpg!Portrait.jpg,,,https://www.wikiart.org/en/fab-5-freddy,Fab 5 Freddy,American,,,,[fab5freddy.com],,,[ http://en.wikipedia.org/wiki/Fab_Five_Freddy ]
3013,,[Street art],1960,"Ponce, Puerto Rico",,,,,[drawing],,[graffiti],https://uploads4.wikiart.org/images/lee-quinones.jpg!Portrait.jpg,,,https://www.wikiart.org/en/lee-quinones,Lee Quinones,American,,,,[leequinones.com],,,[ http://en.wikipedia.org/wiki/Lee_Quiñones ]
3014,,"[Neo-Expressionism, Street art]",22 December 1960,"Brooklyn, New York City, United States",12 August 1988,"Manhattan, New York City, United States",,,[painting],[Andy Warhol],,https://uploads3.wikiart.org/images/jean-michel-basquiat.jpg!Portrait.jpg,[Cy Twombly],,https://www.wikiart.org/en/jean-michel-basquiat,Jean-Michel Basquiat,American,,,,,,,[ http://en.wikipedia.org/wiki/Jean-Michel_Basquiat ]
3015,,[Street art],1961,"Paris, France",,,,,[painting],,[graffiti],https://uploads8.wikiart.org/temp/efb9a22f-5efc-4865-8a06-00e3e50f7ea8.jpg!Portrait.jpg,,,https://www.wikiart.org/en/speedy-graphito,Speedy Graphito,French,,,,,,,[ http://en.wikipedia.org/wiki/Speedy_Graphito ]
3016,,[Street art],1961,"The Bronx, New York, United States",,,,,"[painting, drawing]",,[graffiti],https://uploads5.wikiart.org/images/seen.jpg!Portrait.jpg,,,https://www.wikiart.org/en/seen,Seen,American,,,,"[www.seenstudios.fr, richie-seen.tumblr.com]",,,[ http://en.wikipedia.org/wiki/Seen_(artist) ]
3017,,[Street art],30 January 1961,"Colmar (Haut-Rhin), France",,,,,"[painting, printmaking, sculpture, collage]",,[graffiti],https://uploads3.wikiart.org/images/jerome-mesnager.jpg,,,https://www.wikiart.org/en/jerome-mesnager,Jerome Mesnager,French,,[Zig-Zag],,[mesnagerjerome.free.fr],,,[ http://fr.wikipedia.org/wiki/Jérôme_Mesnager ]
3018,,[Street art],07 April 1961,"Brooklyn, New York, United States",02 October 1998,"New York City, New York, United States",,,[painting],,[graffiti],https://uploads6.wikiart.org/images/dondi.jpg!Portrait.jpg,,,https://www.wikiart.org/en/dondi,Dondi,American,,,,,,,[ http://en.wikipedia.org/wiki/DONDI ]
3019,,"[Street art, Art Singulier]",15 November 1962,"Aldeia da Dona, Portugal",,,,,"[painting, drawing, performance]",,[graffiti],https://uploads6.wikiart.org/images/kim-prisu.jpg,,,https://www.wikiart.org/en/kim-prisu,Kim Prisu,Portuguese,,,,,,,[ https://en.wikipedia.org/wiki/Kim_Prisu ]
3020,,[Street art],1963,"Halrem, New York, United States",,,,,"[painting, printmaking, sculpture, drawing]",,[graffiti],https://uploads7.wikiart.org/images/jonone.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jonone,JonOne,American,,,,[www.jonone.moonfruit.com],,,[ http://en.wikipedia.org/wiki/JonOne ]
3021,,[Street art],21 January 1966,"Bristol, United Kingdom",,,,,"[painting, printmaking, drawing]",,[graffiti],https://uploads3.wikiart.org/images/3d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/3d,3D,British,,,,[www.lazinc.com],,,[ http://en.wikipedia.org/wiki/Robert_Del_Naja ]
3022,,[Street art],1968,"Bronx, New York, United States",,,,,[painting],,[graffiti],https://uploads6.wikiart.org/images/cope2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/cope2,Cope2,American,,,,[cope2.net],,,[ http://en.wikipedia.org/wiki/Cope2 ]
3023,,[Street art],c.1974,"Bristol, United Kingdom",,,,,"[painting, printmaking, sculpture, drawing, installation]",,[graffiti],https://uploads3.wikiart.org/images/banksy.jpg,[Damien Hirst],,https://www.wikiart.org/en/banksy,Banksy,British,,,,[banksy.co.uk],,,[ http://en.wikipedia.org/wiki/Banksy ]
3024,,[Street art],,,,,,,[painting],,[graffiti],https://uploads4.wikiart.org/images/phase-2.jpg,,,https://www.wikiart.org/en/phase-2,Phase 2,American,,[United Graffiti Artists],,,,,[ http://en.wikipedia.org/wiki/Phase_2 ]
3025,,[Street art],,,,,,,"[printmaking, drawing]",,[graffiti],https://uploads4.wikiart.org/temp/b350276d-4770-48fc-ac61-e15478a99528.jpg,,,https://www.wikiart.org/en/taki-183,TAKI 183,Greek,,,,[taki183.net],,,[ http://en.wikipedia.org/wiki/TAKI_183 ]
3026,,[Lowbrow Art],02 March 1943,"Albuquerque, New Mexico, United States",,,,,"[painting, drawing]",,,https://uploads8.wikiart.org/temp/56ebb282-1587-45be-bd8d-96f42711fdc3.jpg!Portrait.jpg,,,https://www.wikiart.org/en/robert-williams,Robert Williams,American,,,,,,,[ http://en.wikipedia.org/wiki/Robert_Williams_(artist) ]
3027,,[Lowbrow Art],1958,"Hollywood, Los Angeles, California, United States",,,,,"[painting, design, drawing, installation]",,,https://uploads4.wikiart.org/images/kenny-scharf.jpg!Portrait.jpg,,,https://www.wikiart.org/en/kenny-scharf,Kenny Scharf,American,,,,,,,[ http://en.wikipedia.org/wiki/Kenny_Scharf ]
3028,"[Art Center College of Design, Pasadena, CA, US]","[Lowbrow Art, Surrealism, Pop Art]",20 January 1963,"Medford / Medford, United States",,,,,[painting],,,https://uploads1.wikiart.org/00114/images/mark-ryden/1.jpg!Portrait.jpg,"[Jean Auguste Dominique Ingres, Jacques-Louis David]",,https://www.wikiart.org/en/mark-ryden,Mark Ryden,,[ http://www.markryden.com/ ],,,,,,[ https://en.wikipedia.org/wiki/Mark_Ryden ]
3029,,[Lowbrow Art],07 March 1973,"Philadelphia, United States",,,,,"[painting, design, illustration]",,,https://uploads8.wikiart.org/temp/dbbab1e4-b3e6-41af-964b-698af5e2c126.jpg!Portrait.jpg,,,https://www.wikiart.org/en/luke-chueh,Luke Chueh,American,,,,[www.lukechueh.com],,,[ http://en.wikipedia.org/wiki/Luke_Chueh ]
3030,,[Stuckism],1948,"Lincolnshire, United Kingdom",,,,,[painting],,,https://uploads8.wikiart.org/temp/a7557706-cd6d-4422-8d89-9636f8b2ba18.jpg!Portrait.jpg,,,https://www.wikiart.org/en/godfrey-blow,Godfrey Blow,Australian,,,,,,,[ http://en.wikipedia.org/wiki/Godfrey_Blow ]
3031,,[Stuckism],01 December 1959,"Chatham, Kent, United Kingdom",,,,,"[painting, photography]",,[figurative],https://uploads6.wikiart.org/images/billy-childish.jpg!Portrait.jpg,,,https://www.wikiart.org/en/billy-childish,Billy Childish,British,,,,,,,[ http://en.wikipedia.org/wiki/Billy_Childish ]
3032,,[Toyism],,,,,,,[painting],,,https://uploads5.wikiart.org/images/dejo.jpg!Portrait.jpg,,,https://www.wikiart.org/en/mr-dejo,Mr. Dejo,Dutch,,,,[www.artwanted.com],,,
3033,,[Provisional Painting (New Casualism)],29 August 1930,"Deinze, Belgium",05 October 2012,"Deinze, Belgium",,,"[painting, printmaking, drawing]",,[abstract],https://uploads8.wikiart.org/temp/fe0fb46d-ffe3-4077-9f74-6b61afe83dd8.jpg!Portrait.jpg,,,https://www.wikiart.org/en/raoul-de-keyser,Raoul De Keyser,Belgian,,,,,,,[ http://en.wikipedia.org/wiki/Raoul_De_Keyser ]
3034,,"[Abstract Expressionism, Provisional Painting (New Casualism)]",1946,United Kingdom,,,,,[painting],,[abstract],https://uploads8.wikiart.org/00107/images//s.png!Portrait.png,,,https://www.wikiart.org/en/gary-wragg,Gary Wragg,British,[ http://www.garywraggstudio.co.uk/ ],,,,,,
3035,,[Provisional Painting (New Casualism)],1954,"Köln, Germany",,,,,"[painting, sculpture, installation, collage]",,[abstract],https://uploads7.wikiart.org/images/michael-krebber.jpg!Portrait.jpg,,,https://www.wikiart.org/en/michael-krebber,Michael Krebber,German,,,,"[www.maureenpaley.com, the-artists.org]",,,
3036,,"[New European Painting, Provisional Painting (New Casualism)]",17 September 1954,"Krefeld, Germany",,,,,[painting],,,https://uploads5.wikiart.org/images/albert-oehlen.jpg!Portrait.jpg,,,https://www.wikiart.org/en/albert-oehlen,Albert Oehlen,German,,,,,,,[ http://en.wikipedia.org/wiki/Albert_Oehlen ]
3037,,"[Abstract Expressionism, Provisional Painting (New Casualism)]",18 May 1968,Belgium,30 January 1997,,,,"[painting, drawing]",,[abstract],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/ilse-dhollander,Ilse D'Hollander,Flemish,[ http://ilsedhollander.org/ ],,,,,,
3038,,[Provisional Painting (New Casualism)],,United States,,,,,[painting],,[abstract],https://uploads8.wikiart.org/00104/images//9.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sharon-butler,Sharon Butler,American,[ http://www.sharonlbutler.com/ ],,,,,,
